l_orderkey	l_quantity	l_extendedprice	c_custkey	c_acctbal	c_nationkey
4454	20.00	38037.00	1994-02-02	0	BUILDING	10	20-951-686-8766	F	Customer#000140854
4647	34.00	65037.92	1994-05-14	0	AUTOMOBILE	24	34-920-107-1147	F	Customer#000026423
4647	27.00	44836.47	1994-05-14	0	AUTOMOBILE	24	34-920-107-1147	F	Customer#000026423
4647	2.00	3831.64	1994-05-14	0	AUTOMOBILE	24	34-920-107-1147	F	Customer#000026423
4674	50.00	54702.00	1994-04-19	0	FURNITURE	13	23-391-979-8813	F	Customer#000036313
4674	21.00	22599.36	1994-04-19	0	FURNITURE	13	23-391-979-8813	F	Customer#000036313
4839	25.00	38515.75	1994-05-10	0	HOUSEHOLD	21	31-477-714-1731	F	Customer#000024229
4839	18.00	29153.88	1994-05-10	0	HOUSEHOLD	21	31-477-714-1731	F	Customer#000024229
4839	19.00	21681.66	1994-05-10	0	HOUSEHOLD	21	31-477-714-1731	F	Customer#000024229
3	26.00	28733.64	1993-10-14	0	MACHINERY	15	25-884-345-1592	F	Customer#000123314
33	31.00	40217.23	1993-10-27	0	MACHINERY	18	28-393-112-1873	F	Customer#000066958
259	42.00	60375.42	1993-09-29	0	FURNITURE	22	32-465-369-9909	F	Customer#000043186
259	3.00	4290.99	1993-09-29	0	FURNITURE	22	32-465-369-9909	F	Customer#000043186
261	20.00	32553.20	1993-06-29	0	AUTOMOBILE	22	32-547-454-9423	F	Customer#000046072
261	20.00	39719.60	1993-06-29	0	AUTOMOBILE	22	32-547-454-9423	F	Customer#000046072
416	25.00	38914.00	1993-09-27	0	HOUSEHOLD	18	28-401-625-2620	F	Customer#000040130
416	25.00	29377.50	1993-09-27	0	HOUSEHOLD	18	28-401-625-2620	F	Customer#000040130
641	18.00	21909.42	1993-08-30	0	FURNITURE	10	20-321-791-4317	F	Customer#000132805
711	27.00	40594.50	1993-09-23	0	HOUSEHOLD	15	25-237-551-4156	F	Customer#000063673
773	9.00	9360.00	1993-09-26	0	BUILDING	14	24-711-995-3562	F	Customer#000131834
999	34.00	35056.38	1993-09-05	0	FURNITURE	20	30-645-188-6117	F	Customer#000060163
999	41.00	76126.75	1993-09-05	0	FURNITURE	20	30-645-188-6117	F	Customer#000060163
1509	14.00	14505.40	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
1509	46.00	82518.48	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
1602	4.00	7555.20	1993-08-05	0	BUILDING	13	23-121-746-7339	F	Customer#000000911
2020	40.00	69666.40	1993-06-21	0	AUTOMOBILE	13	23-528-306-1987	F	Customer#000072448
2307	24.00	33800.64	1993-06-29	0	HOUSEHOLD	23	33-970-955-3863	F	Customer#000104039
2307	19.00	27005.65	1993-06-29	0	HOUSEHOLD	23	33-970-955-3863	F	Customer#000104039
2368	16.00	32607.68	1993-08-20	0	HOUSEHOLD	19	29-367-430-6711	F	Customer#000012832
2368	17.00	33250.30	1993-08-20	0	HOUSEHOLD	19	29-367-430-6711	F	Customer#000012832
2438	45.00	70042.05	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2438	31.00	52631.18	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2438	23.00	33911.66	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2438	46.00	76892.68	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2503	39.00	68239.08	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2628	23.00	23184.23	1993-10-22	0	AUTOMOBILE	15	25-407-359-6562	F	Customer#000055228
3109	49.00	87255.77	1993-07-24	0	MACHINERY	16	26-696-427-6011	F	Customer#000122080
3109	10.00	18479.30	1993-07-24	0	MACHINERY	16	26-696-427-6011	F	Customer#000122080
3201	50.00	98847.50	1993-07-02	0	BUILDING	15	25-461-808-6683	F	Customer#000095155
3463	45.00	78289.65	1993-08-18	0	BUILDING	12	22-919-288-8348	F	Customer#000088393
3463	43.00	82642.56	1993-08-18	0	BUILDING	12	22-919-288-8348	F	Customer#000088393
3493	31.00	46453.50	1993-08-24	0	AUTOMOBILE	19	29-222-939-6045	F	Customer#000080434
3684	19.00	29687.50	1993-07-20	0	BUILDING	20	30-656-614-5871	F	Customer#000022733
4455	34.00	59354.48	1993-10-11	0	AUTOMOBILE	19	29-567-216-1926	F	Customer#000017071
4612	40.00	56294.80	1993-09-20	0	HOUSEHOLD	10	20-893-572-3678	F	Customer#000060367
4928	4.00	5425.40	1993-10-04	0	HOUSEHOLD	10	20-588-868-3463	F	Customer#000002080
4928	34.00	44106.16	1993-10-04	0	HOUSEHOLD	10	20-588-868-3463	F	Customer#000002080
4932	5.00	9069.10	1993-08-10	0	FURNITURE	13	23-757-531-9747	F	Customer#000121849
5093	37.00	63812.42	1993-09-03	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
165	3.00	3324.51	1993-01-30	0	BUILDING	10	20-676-957-9747	F	Customer#000027238
226	4.00	7623.60	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
226	35.00	43620.50	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
226	2.00	3947.90	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
388	46.00	84446.80	1992-12-16	0	BUILDING	12	22-618-123-4869	F	Customer#000044668
614	21.00	25265.10	1992-12-01	0	BUILDING	18	28-658-668-6775	F	Customer#000133288
614	48.00	95226.72	1992-12-01	0	BUILDING	18	28-658-668-6775	F	Customer#000133288
614	43.00	87288.28	1992-12-01	0	BUILDING	18	28-658-668-6775	F	Customer#000133288
678	16.00	24503.68	1993-02-27	0	BUILDING	19	29-328-467-6835	F	Customer#000130645
678	16.00	23175.20	1993-02-27	0	BUILDING	19	29-328-467-6835	F	Customer#000130645
710	25.00	32432.50	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
710	21.00	35251.86	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
738	23.00	40703.10	1993-03-02	0	MACHINERY	14	24-649-577-4671	F	Customer#000020752
931	10.00	17047.80	1992-12-07	0	AUTOMOBILE	18	28-425-482-6450	F	Customer#000102889
931	38.00	49602.16	1992-12-07	0	AUTOMOBILE	18	28-425-482-6450	F	Customer#000102889
1060	36.00	40395.60	1993-02-21	0	AUTOMOBILE	18	28-358-726-8214	F	Customer#000139636
1187	40.00	48809.60	1992-11-20	0	MACHINERY	19	29-976-462-9572	F	Customer#000133642
1253	13.00	24855.35	1993-01-26	0	FURNITURE	10	20-401-307-4080	F	Customer#000114421
1280	6.00	8359.80	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1280	13.00	14406.21	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1280	24.00	46151.28	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1412	11.00	18751.04	1993-03-13	0	HOUSEHOLD	19	29-119-617-5483	F	Customer#000052877
1600	8.00	11227.68	1993-03-03	0	HOUSEHOLD	15	25-615-754-3345	F	Customer#000092563
2435	43.00	55829.05	1993-02-21	0	AUTOMOBILE	14	24-997-421-9685	F	Customer#000071318
2435	24.00	32842.80	1993-02-21	0	AUTOMOBILE	14	24-997-421-9685	F	Customer#000071318
2592	7.00	11365.41	1993-03-05	0	BUILDING	19	29-125-319-3298	F	Customer#000100571
2592	2.00	3331.40	1993-03-05	0	BUILDING	19	29-125-319-3298	F	Customer#000100571
2594	7.00	10230.43	1992-12-17	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
2726	50.00	77782.50	1992-11-27	0	AUTOMOBILE	11	21-803-391-3309	F	Customer#000005663
2852	6.00	7531.02	1993-01-16	0	BUILDING	15	25-437-498-6373	F	Customer#000089122
3078	21.00	23838.15	1993-02-12	0	HOUSEHOLD	19	29-214-678-3307	F	Customer#000047210
3143	22.00	34022.12	1993-02-17	0	HOUSEHOLD	16	26-137-876-1031	F	Customer#000106750
3367	34.00	66432.94	1992-12-31	0	BUILDING	15	25-999-150-1222	F	Customer#000072680
3367	38.00	55344.34	1992-12-31	0	BUILDING	15	25-999-150-1222	F	Customer#000072680
3461	49.00	87993.71	1993-01-31	0	AUTOMOBILE	15	25-306-841-4459	F	Customer#000098521
3683	41.00	67144.88	1993-03-04	0	FURNITURE	10	20-270-694-6306	F	Customer#000087323
3908	8.00	9048.64	1993-03-09	0	HOUSEHOLD	20	30-113-652-4474	F	Customer#000041074
4288	32.00	33057.92	1992-12-04	0	FURNITURE	15	25-502-980-7815	F	Customer#000033931
4288	39.00	76321.05	1992-12-04	0	FURNITURE	15	25-502-980-7815	F	Customer#000033931
4487	25.00	45971.00	1993-02-23	0	FURNITURE	11	21-755-598-7500	F	Customer#000044540
4545	9.00	10630.71	1993-01-17	0	BUILDING	23	33-297-889-1924	F	Customer#000058523
4545	27.00	47215.71	1993-01-17	0	BUILDING	23	33-297-889-1924	F	Customer#000058523
4611	47.00	57258.22	1993-01-10	0	HOUSEHOLD	13	23-276-768-3781	F	Customer#000028537
4737	22.00	27968.60	1993-03-11	0	FURNITURE	14	24-879-100-9188	F	Customer#000078557
5029	17.00	28060.03	1992-11-14	0	FURNITURE	24	34-311-258-8895	F	Customer#000010378
69	3.00	4318.50	1994-06-04	0	HOUSEHOLD	12	22-872-263-3878	F	Customer#000084487
291	19.00	25712.89	1994-03-13	0	FURNITURE	21	31-657-792-2499	F	Customer#000141050
323	9.00	15909.48	1994-03-26	0	FURNITURE	14	24-625-551-5999	F	Customer#000039133
352	17.00	29337.92	1994-03-08	0	MACHINERY	14	24-953-908-1986	F	Customer#000106456
672	41.00	51749.79	1994-04-14	0	BUILDING	17	27-714-325-1051	F	Customer#000108085
672	9.00	15710.85	1994-04-14	0	BUILDING	17	27-714-325-1051	F	Customer#000108085
837	24.00	31880.16	1994-06-15	0	BUILDING	20	30-686-187-3718	F	Customer#000115846
962	12.00	24575.88	1994-05-06	0	AUTOMOBILE	24	34-110-323-6133	F	Customer#000035273
994	5.00	8378.70	1994-04-20	0	FURNITURE	14	24-200-701-8606	F	Customer#000001177
994	25.00	37536.75	1994-04-20	0	FURNITURE	14	24-200-701-8606	F	Customer#000001177
1059	45.00	86531.85	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1059	50.00	65210.50	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1059	13.00	15719.34	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1799	8.00	8881.20	1994-03-07	0	MACHINERY	16	26-327-503-7376	F	Customer#000060032
2150	26.00	48460.88	1994-06-03	0	BUILDING	18	28-697-763-1266	F	Customer#000081676
2150	29.00	51497.04	1994-06-03	0	BUILDING	18	28-697-763-1266	F	Customer#000081676
2212	18.00	32054.58	1994-03-23	0	BUILDING	16	26-908-543-2082	F	Customer#000116227
2817	4.00	7779.52	1994-04-19	0	HOUSEHOLD	19	29-635-718-2293	F	Customer#000039514
2853	26.00	28185.30	1994-05-05	0	AUTOMOBILE	11	21-918-268-9449	F	Customer#000092818
2915	43.00	47132.73	1994-03-31	0	HOUSEHOLD	12	22-708-196-8271	F	Customer#000092489
3268	40.00	74236.40	1994-06-25	0	MACHINERY	21	31-529-455-5613	F	Customer#000141371
3396	31.00	41081.82	1994-05-21	0	MACHINERY	21	31-227-119-8405	F	Customer#000149009
3808	47.00	63229.57	1994-04-24	0	FURNITURE	11	21-253-535-9371	F	Customer#000077692
3808	29.00	52482.75	1994-04-24	0	FURNITURE	11	21-253-535-9371	F	Customer#000077692
3808	44.00	52541.28	1994-04-24	0	FURNITURE	11	21-253-535-9371	F	Customer#000077692
4065	46.00	44806.76	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4065	29.00	49087.43	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4839	9.00	17630.82	1994-05-10	0	HOUSEHOLD	21	31-477-714-1731	F	Customer#000024229
4930	42.00	67348.26	1994-05-06	0	HOUSEHOLD	19	29-693-331-6162	F	Customer#000148219
4930	38.00	61047.38	1994-05-06	0	HOUSEHOLD	19	29-693-331-6162	F	Customer#000148219
69	17.00	22172.42	1994-06-04	0	HOUSEHOLD	12	22-872-263-3878	F	Customer#000084487
69	42.00	44606.94	1994-06-04	0	HOUSEHOLD	12	22-872-263-3878	F	Customer#000084487
99	36.00	48467.88	1994-03-13	0	AUTOMOBILE	21	31-664-330-6275	F	Customer#000088910
224	34.00	54998.40	1994-06-18	0	FURNITURE	23	33-871-732-1709	F	Customer#000002476
263	9.00	13873.95	1994-05-17	0	HOUSEHOLD	19	29-298-391-1833	F	Customer#000116069
672	35.00	50133.65	1994-04-14	0	BUILDING	17	27-714-325-1051	F	Customer#000108085
837	39.00	59340.84	1994-06-15	0	BUILDING	20	30-686-187-3718	F	Customer#000115846
994	4.00	5801.92	1994-04-20	0	FURNITURE	14	24-200-701-8606	F	Customer#000001177
1063	42.00	43555.68	1994-04-02	0	FURNITURE	24	34-920-864-9862	F	Customer#000036887
1895	43.00	53844.17	1994-05-30	0	MACHINERY	10	20-116-997-7935	F	Customer#000006505
1986	14.00	23473.94	1994-05-05	0	HOUSEHOLD	22	32-449-453-2973	F	Customer#000148409
1987	7.00	6531.07	1994-04-30	0	AUTOMOBILE	17	27-530-671-7202	F	Customer#000098189
2150	39.00	65548.08	1994-06-03	0	BUILDING	18	28-697-763-1266	F	Customer#000081676
2725	41.00	70676.21	1994-05-21	0	FURNITURE	17	27-149-159-8244	F	Customer#000088348
2819	17.00	17885.36	1994-05-05	0	FURNITURE	14	24-177-280-2385	F	Customer#000101843
2819	12.00	17129.52	1994-05-05	0	FURNITURE	14	24-177-280-2385	F	Customer#000101843
2819	6.00	7669.02	1994-05-05	0	FURNITURE	14	24-177-280-2385	F	Customer#000101843
2820	23.00	28132.45	1994-05-20	0	MACHINERY	23	33-928-780-9435	F	Customer#000018062
2820	33.00	57542.43	1994-05-20	0	MACHINERY	23	33-928-780-9435	F	Customer#000018062
2915	12.00	16552.56	1994-03-31	0	HOUSEHOLD	12	22-708-196-8271	F	Customer#000092489
3396	43.00	54623.76	1994-05-21	0	MACHINERY	21	31-227-119-8405	F	Customer#000149009
3396	9.00	14549.13	1994-05-21	0	MACHINERY	21	31-227-119-8405	F	Customer#000149009
3396	18.00	29262.24	1994-05-21	0	MACHINERY	21	31-227-119-8405	F	Customer#000149009
3397	11.00	10494.44	1994-06-23	0	MACHINERY	14	24-256-586-7877	F	Customer#000129550
3397	28.00	44591.68	1994-06-23	0	MACHINERY	14	24-256-586-7877	F	Customer#000129550
3649	40.00	58979.60	1994-07-06	0	AUTOMOBILE	23	33-370-759-3898	F	Customer#000038719
3649	24.00	40047.84	1994-07-06	0	AUTOMOBILE	23	33-370-759-3898	F	Customer#000038719
3649	3.00	3252.18	1994-07-06	0	AUTOMOBILE	23	33-370-759-3898	F	Customer#000038719
3808	45.00	54958.05	1994-04-24	0	FURNITURE	11	21-253-535-9371	F	Customer#000077692
4065	11.00	13664.09	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4608	50.00	57910.50	1994-06-17	0	FURNITURE	23	33-991-429-4308	F	Customer#000079493
4647	2.00	2626.54	1994-05-14	0	AUTOMOBILE	24	34-920-107-1147	F	Customer#000026423
4674	3.00	4360.32	1994-04-19	0	FURNITURE	13	23-391-979-8813	F	Customer#000036313
4930	35.00	58049.95	1994-05-06	0	HOUSEHOLD	19	29-693-331-6162	F	Customer#000148219
5	50.00	73426.50	1994-07-30	0	FURNITURE	20	30-452-969-2072	F	Customer#000044485
69	48.00	58761.60	1994-06-04	0	HOUSEHOLD	12	22-872-263-3878	F	Customer#000084487
69	32.00	37893.76	1994-06-04	0	HOUSEHOLD	12	22-872-263-3878	F	Customer#000084487
224	16.00	18577.76	1994-06-18	0	FURNITURE	23	33-871-732-1709	F	Customer#000002476
224	45.00	83288.25	1994-06-18	0	FURNITURE	23	33-871-732-1709	F	Customer#000002476
263	22.00	41447.12	1994-05-17	0	HOUSEHOLD	19	29-298-391-1833	F	Customer#000116069
263	50.00	96694.50	1994-05-17	0	HOUSEHOLD	19	29-298-391-1833	F	Customer#000116069
962	36.00	55965.24	1994-05-06	0	AUTOMOBILE	24	34-110-323-6133	F	Customer#000035273
962	20.00	25286.00	1994-05-06	0	AUTOMOBILE	24	34-110-323-6133	F	Customer#000035273
962	5.00	7206.75	1994-05-06	0	AUTOMOBILE	24	34-110-323-6133	F	Customer#000035273
1314	39.00	51179.70	1994-05-13	0	MACHINERY	13	23-295-535-7785	F	Customer#000142327
1824	45.00	75989.70	1994-05-05	0	BUILDING	10	20-438-576-4843	F	Customer#000048187
1986	12.00	17669.76	1994-05-05	0	HOUSEHOLD	22	32-449-453-2973	F	Customer#000148409
2150	12.00	14847.96	1994-06-03	0	BUILDING	18	28-697-763-1266	F	Customer#000081676
2725	23.00	37089.57	1994-05-21	0	FURNITURE	17	27-149-159-8244	F	Customer#000088348
2725	15.00	21094.65	1994-05-21	0	FURNITURE	17	27-149-159-8244	F	Customer#000088348
2820	40.00	54650.80	1994-05-20	0	MACHINERY	23	33-928-780-9435	F	Customer#000018062
2853	40.00	69866.80	1994-05-05	0	AUTOMOBILE	11	21-918-268-9449	F	Customer#000092818
2853	20.00	25765.00	1994-05-05	0	AUTOMOBILE	11	21-918-268-9449	F	Customer#000092818
3175	47.00	44415.94	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3396	32.00	41866.56	1994-05-21	0	MACHINERY	21	31-227-119-8405	F	Customer#000149009
3397	8.00	11066.24	1994-06-23	0	MACHINERY	14	24-256-586-7877	F	Customer#000129550
3397	1.00	1988.90	1994-06-23	0	MACHINERY	14	24-256-586-7877	F	Customer#000129550
3751	39.00	70390.71	1994-04-27	0	AUTOMOBILE	22	32-277-334-3221	F	Customer#000008984
3751	12.00	12685.20	1994-04-27	0	AUTOMOBILE	22	32-277-334-3221	F	Customer#000008984
3751	39.00	58910.67	1994-04-27	0	AUTOMOBILE	22	32-277-334-3221	F	Customer#000008984
3808	34.00	49893.64	1994-04-24	0	FURNITURE	11	21-253-535-9371	F	Customer#000077692
4065	14.00	19745.18	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4065	16.00	17088.80	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4608	50.00	58109.00	1994-06-17	0	FURNITURE	23	33-991-429-4308	F	Customer#000079493
4647	28.00	39661.44	1994-05-14	0	AUTOMOBILE	24	34-920-107-1147	F	Customer#000026423
4674	35.00	63094.85	1994-04-19	0	FURNITURE	13	23-391-979-8813	F	Customer#000036313
4930	20.00	35254.80	1994-05-06	0	HOUSEHOLD	19	29-693-331-6162	F	Customer#000148219
4930	28.00	51233.28	1994-05-06	0	HOUSEHOLD	19	29-693-331-6162	F	Customer#000148219
4993	42.00	70753.62	1994-08-04	0	HOUSEHOLD	11	21-381-331-5923	F	Customer#000011044
165	15.00	22177.80	1993-01-30	0	BUILDING	10	20-676-957-9747	F	Customer#000027238
165	27.00	30755.16	1993-01-30	0	BUILDING	10	20-676-957-9747	F	Customer#000027238
196	19.00	20653.95	1993-03-17	0	HOUSEHOLD	12	22-164-165-9840	F	Customer#000064825
226	45.00	70813.35	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
678	11.00	20139.68	1993-02-27	0	BUILDING	19	29-328-467-6835	F	Customer#000130645
710	38.00	76338.58	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
710	46.00	61974.88	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
931	18.00	31010.04	1992-12-07	0	AUTOMOBILE	18	28-425-482-6450	F	Customer#000102889
1060	26.00	39561.86	1993-02-21	0	AUTOMOBILE	18	28-358-726-8214	F	Customer#000139636
1253	14.00	28951.72	1993-01-26	0	FURNITURE	10	20-401-307-4080	F	Customer#000114421
1253	23.00	38285.34	1993-01-26	0	FURNITURE	10	20-401-307-4080	F	Customer#000114421
1253	19.00	36706.29	1993-01-26	0	FURNITURE	10	20-401-307-4080	F	Customer#000114421
1280	9.00	10747.98	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1409	23.00	42937.78	1992-12-31	0	MACHINERY	14	24-752-936-5859	F	Customer#000142885
1409	17.00	18207.17	1992-12-31	0	MACHINERY	14	24-752-936-5859	F	Customer#000142885
1412	37.00	42816.40	1993-03-13	0	HOUSEHOLD	19	29-119-617-5483	F	Customer#000052877
1412	2.00	3085.24	1993-03-13	0	HOUSEHOLD	19	29-119-617-5483	F	Customer#000052877
1600	48.00	51413.76	1993-03-03	0	HOUSEHOLD	15	25-615-754-3345	F	Customer#000092563
1857	15.00	28212.00	1993-01-13	0	MACHINERY	14	24-157-878-9833	F	Customer#000131999
1857	41.00	66691.42	1993-01-13	0	MACHINERY	14	24-157-878-9833	F	Customer#000131999
2149	18.00	20395.80	1993-03-13	0	HOUSEHOLD	14	24-840-656-9859	F	Customer#000100642
2244	3.00	3108.24	1993-01-09	0	HOUSEHOLD	21	31-236-441-6477	F	Customer#000126746
2272	40.00	55978.40	1993-04-13	0	MACHINERY	22	32-339-554-8635	F	Customer#000138202
2272	12.00	22006.20	1993-04-13	0	MACHINERY	22	32-339-554-8635	F	Customer#000138202
2594	46.00	92043.70	1992-12-17	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
2852	29.00	42525.60	1993-01-16	0	BUILDING	15	25-437-498-6373	F	Customer#000089122
3078	25.00	37036.25	1993-02-12	0	HOUSEHOLD	19	29-214-678-3307	F	Customer#000047210
3143	46.00	74365.90	1993-02-17	0	HOUSEHOLD	16	26-137-876-1031	F	Customer#000106750
3367	27.00	36109.53	1992-12-31	0	BUILDING	15	25-999-150-1222	F	Customer#000072680
4418	3.00	3015.06	1993-03-25	0	FURNITURE	22	32-285-283-7095	F	Customer#000059857
4545	2.00	3889.96	1993-01-17	0	BUILDING	23	33-297-889-1924	F	Customer#000058523
4706	23.00	26544.99	1992-12-29	0	FURNITURE	23	33-343-341-1178	F	Customer#000023755
4706	27.00	30730.86	1992-12-29	0	FURNITURE	23	33-343-341-1178	F	Customer#000023755
3271	30.00	41682.90	1992-01-01	0	AUTOMOBILE	20	30-294-988-1241	F	Customer#000033058
3712	38.00	40622.76	1992-01-02	0	FURNITURE	23	33-797-516-1793	F	Customer#000063805
4800	11.00	16439.39	1992-01-06	0	AUTOMOBILE	19	29-950-255-9679	F	Customer#000035170
4800	24.00	28613.76	1992-01-06	0	AUTOMOBILE	19	29-950-255-9679	F	Customer#000035170
4998	24.00	39205.92	1992-01-11	0	FURNITURE	16	26-170-146-1401	F	Customer#000031823
292	8.00	12916.48	1992-01-13	0	HOUSEHOLD	17	27-469-795-4452	F	Customer#000022252
1057	21.00	23669.94	1992-02-20	0	FURNITURE	21	31-807-404-3128	F	Customer#000075811
2755	19.00	26512.60	1992-02-07	0	AUTOMOBILE	13	23-145-799-8212	F	Customer#000117655
2755	21.00	35358.12	1992-02-07	0	AUTOMOBILE	13	23-145-799-8212	F	Customer#000117655
2755	5.00	5630.45	1992-02-07	0	AUTOMOBILE	13	23-145-799-8212	F	Customer#000117655
2983	44.00	54391.48	1992-01-07	0	BUILDING	16	26-153-556-2169	F	Customer#000061165
3011	42.00	72731.40	1992-01-14	0	HOUSEHOLD	21	31-125-747-1529	F	Customer#000089752
3168	46.00	85601.40	1992-01-30	0	HOUSEHOLD	18	28-655-519-3722	F	Customer#000135731
3271	14.00	26108.18	1992-01-01	0	AUTOMOBILE	20	30-294-988-1241	F	Customer#000033058
3712	27.00	28431.27	1992-01-02	0	FURNITURE	23	33-797-516-1793	F	Customer#000063805
4292	22.00	31955.00	1992-01-09	0	MACHINERY	13	23-972-297-1618	F	Customer#000024346
4292	1.00	1763.82	1992-01-09	0	MACHINERY	13	23-972-297-1618	F	Customer#000024346
4800	1.00	1416.49	1992-01-06	0	AUTOMOBILE	19	29-950-255-9679	F	Customer#000035170
4800	21.00	29998.71	1992-01-06	0	AUTOMOBILE	19	29-950-255-9679	F	Customer#000035170
4800	38.00	49522.36	1992-01-06	0	AUTOMOBILE	19	29-950-255-9679	F	Customer#000035170
4998	12.00	18293.64	1992-01-11	0	FURNITURE	16	26-170-146-1401	F	Customer#000031823
4998	47.00	62903.39	1992-01-11	0	FURNITURE	16	26-170-146-1401	F	Customer#000031823
292	24.00	29957.76	1992-01-13	0	HOUSEHOLD	17	27-469-795-4452	F	Customer#000022252
801	21.00	33822.81	1992-02-18	0	MACHINERY	19	29-181-434-6038	F	Customer#000117790
801	45.00	50271.30	1992-02-18	0	MACHINERY	19	29-181-434-6038	F	Customer#000117790
1057	11.00	12606.77	1992-02-20	0	FURNITURE	21	31-807-404-3128	F	Customer#000075811
1057	20.00	39537.80	1992-02-20	0	FURNITURE	21	31-807-404-3128	F	Customer#000075811
1537	3.00	4954.83	1992-02-15	0	AUTOMOBILE	21	31-198-506-7418	F	Customer#000107512
2022	36.00	53621.64	1992-03-15	0	FURNITURE	10	20-397-427-1845	F	Customer#000061813
2022	20.00	23402.80	1992-03-15	0	FURNITURE	10	20-397-427-1845	F	Customer#000061813
2210	36.00	62703.36	1992-01-16	0	MACHINERY	11	21-586-281-6451	F	Customer#000031753
2755	48.00	50593.44	1992-02-07	0	AUTOMOBILE	13	23-145-799-8212	F	Customer#000117655
3168	13.00	14040.65	1992-01-30	0	HOUSEHOLD	18	28-655-519-3722	F	Customer#000135731
3271	29.00	38638.44	1992-01-01	0	AUTOMOBILE	20	30-294-988-1241	F	Customer#000033058
3712	44.00	83024.48	1992-01-02	0	FURNITURE	23	33-797-516-1793	F	Customer#000063805
4000	41.00	73500.29	1992-01-04	0	BUILDING	16	26-103-304-1907	F	Customer#000069568
4000	44.00	66022.88	1992-01-04	0	BUILDING	16	26-103-304-1907	F	Customer#000069568
4230	43.00	74933.52	1992-03-04	0	MACHINERY	14	24-522-557-1458	F	Customer#000139510
4230	50.00	88637.00	1992-03-04	0	MACHINERY	14	24-522-557-1458	F	Customer#000139510
4230	30.00	53965.80	1992-03-04	0	MACHINERY	14	24-522-557-1458	F	Customer#000139510
4292	35.00	43863.05	1992-01-09	0	MACHINERY	13	23-972-297-1618	F	Customer#000024346
4292	6.00	7933.74	1992-01-09	0	MACHINERY	13	23-972-297-1618	F	Customer#000024346
4515	50.00	52602.50	1992-03-17	0	BUILDING	20	30-147-932-5107	F	Customer#000139664
4804	33.00	59196.06	1992-01-28	0	AUTOMOBILE	19	29-150-692-8957	F	Customer#000035638
4998	27.00	52676.73	1992-01-11	0	FURNITURE	16	26-170-146-1401	F	Customer#000031823
167	27.00	43916.85	1993-01-04	0	AUTOMOBILE	17	27-795-549-3501	F	Customer#000119402
226	14.00	27705.44	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
678	22.00	32770.10	1993-02-27	0	BUILDING	19	29-328-467-6835	F	Customer#000130645
865	34.00	49857.26	1993-05-04	0	BUILDING	10	20-609-180-1199	F	Customer#000002537
896	47.00	75842.49	1993-03-09	0	MACHINERY	24	34-268-537-8282	F	Customer#000001646
896	7.00	12788.44	1993-03-09	0	MACHINERY	24	34-268-537-8282	F	Customer#000001646
896	11.00	18861.26	1993-03-09	0	MACHINERY	24	34-268-537-8282	F	Customer#000001646
896	34.00	53328.32	1993-03-09	0	MACHINERY	24	34-268-537-8282	F	Customer#000001646
896	44.00	85309.84	1993-03-09	0	MACHINERY	24	34-268-537-8282	F	Customer#000001646
