l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
6	62442	2150	1	37.00	61998.31	0.08	0.03	A	F	1992-04-27	1992-05-15	1992-05-02	TAKE BACK RETURN	TRUCK	p furiously special foxes
7	176350	1759	6	35.00	43058.75	0.06	0.03	N	O	1996-01-16	1996-02-23	1996-01-22	TAKE BACK RETURN	FOB	jole. excuses wake carefully alongside of 
7	16446	2269	7	5.00	6476.15	0.04	0.02	N	O	1996-02-10	1996-03-26	1996-02-13	NONE	FOB	ithely regula
7	89890	3074	4	28.00	31809.96	0.03	0.04	N	O	1996-03-21	1996-04-08	1996-04-20	NONE	FOB	. slyly special requests haggl
7	24738	7758	2	9.00	11594.16	0.08	0.08	N	O	1996-02-01	1996-03-02	1996-02-19	TAKE BACK RETURN	SHIP	es. instructions
7	151852	9440	5	38.00	73943.82	0.08	0.01	N	O	1996-02-11	1996-02-24	1996-02-18	DELIVER IN PERSON	TRUCK	ns haggle carefully ironic deposits. bl
7	89199	9607	1	12.00	13608.60	0.07	0.03	N	O	1996-05-07	1996-03-13	1996-06-03	TAKE BACK RETURN	FOB	ss pinto beans wake against th
7	22287	9799	3	46.00	81639.88	0.10	0.07	N	O	1996-01-15	1996-03-27	1996-02-03	COLLECT COD	MAIL	 unusual reques
32	122486	441	2	32.00	64605.44	0.02	0.00	N	O	1995-08-14	1995-10-07	1995-08-27	COLLECT COD	AIR	lithely regular deposits. fluffily 
32	56914	4117	6	6.00	9159.66	0.04	0.03	N	O	1995-07-21	1995-09-23	1995-07-25	COLLECT COD	RAIL	 gifts cajole carefully.
32	148767	6666	3	2.00	2210.32	0.09	0.02	N	O	1995-08-07	1995-10-07	1995-08-23	DELIVER IN PERSON	AIR	 express accounts wake according to the
32	32124	7721	1	28.00	47227.60	0.05	0.08	N	O	1995-10-23	1995-08-27	1995-10-26	TAKE BACK RETURN	TRUCK	sleep quickly. req
32	26964	7744	4	4.00	6582.96	0.09	0.03	N	O	1995-08-04	1995-10-01	1995-09-03	NONE	REG AIR	e slyly final pac
32	176211	8320	5	44.00	79059.64	0.05	0.06	N	O	1995-08-28	1995-08-20	1995-09-14	DELIVER IN PERSON	AIR	symptotes nag according to the ironic depo
33	78304	3919	4	41.00	75928.31	0.09	0.00	R	F	1993-11-09	1994-01-24	1993-11-11	TAKE BACK RETURN	MAIL	unusual packages doubt caref
33	28727	5532	2	32.00	47344.32	0.02	0.05	A	F	1993-12-09	1994-01-04	1993-12-28	COLLECT COD	MAIL	gular theodolites
33	115314	8855	1	31.00	40217.23	0.09	0.04	A	F	1993-10-29	1993-12-19	1993-11-08	COLLECT COD	TRUCK	ng to the furiously ironic package
33	42103	9983	3	5.00	7532.30	0.05	0.03	A	F	1993-12-09	1993-12-25	1993-12-23	TAKE BACK RETURN	AIR	. stealthily bold exc
34	96033	871	1	13.00	17554.68	0.00	0.07	N	O	1998-10-23	1998-09-14	1998-11-06	NONE	REG AIR	nic accounts. deposits are alon
34	16813	1923	2	22.00	30875.02	0.08	0.06	N	O	1998-10-09	1998-10-16	1998-10-12	NONE	FOB	thely slyly p
34	21737	4577	3	6.00	9681.24	0.02	0.06	N	O	1998-10-30	1998-09-20	1998-11-05	NONE	FOB	ar foxes sleep 
35	22377	2951	1	24.00	32410.80	0.02	0.00	N	O	1996-02-21	1996-01-03	1996-03-18	TAKE BACK RETURN	FOB	, regular tithe
35	25483	3266	6	28.00	47397.28	0.03	0.02	N	O	1996-02-01	1995-12-24	1996-02-28	COLLECT COD	RAIL	ly alongside of 
35	83969	4457	2	34.00	68065.96	0.06	0.08	N	O	1996-01-22	1996-01-06	1996-01-27	DELIVER IN PERSON	RAIL	s are carefully against the f
35	102255	4940	5	34.00	65854.94	0.08	0.06	N	O	1995-11-08	1996-01-15	1995-11-26	COLLECT COD	MAIL	. silent, unusual deposits boost
35	16593	7684	4	25.00	29004.25	0.06	0.05	N	O	1995-11-26	1995-12-25	1995-12-21	DELIVER IN PERSON	SHIP	 quickly unti
35	51695	8433	3	7.00	13418.23	0.06	0.04	N	O	1996-01-19	1995-12-22	1996-01-29	NONE	MAIL	 the carefully regular 
36	62267	9768	1	42.00	75043.92	0.09	0.00	N	O	1996-02-03	1996-01-21	1996-02-23	COLLECT COD	SHIP	 careful courts. special 
37	48354	1807	2	39.00	70542.42	0.05	0.02	A	F	1992-07-02	1992-08-18	1992-07-28	TAKE BACK RETURN	RAIL	the final requests. ca
37	176272	5133	1	40.00	62105.20	0.09	0.03	A	F	1992-07-21	1992-08-01	1992-08-15	NONE	REG AIR	luffily regular requests. slyly final acco
37	9874	5405	3	43.00	78083.70	0.05	0.08	A	F	1992-07-10	1992-07-06	1992-08-02	DELIVER IN PERSON	TRUCK	iously ste
38	115580	874	1	44.00	84252.52	0.04	0.02	N	O	1996-09-29	1996-11-17	1996-09-30	COLLECT COD	MAIL	s. blithely unusual theodolites am
39	184803	3093	4	32.00	48338.88	0.07	0.05	N	O	1996-10-02	1996-12-19	1996-10-14	COLLECT COD	MAIL	heodolites sleep silently pending foxes. ac
39	89841	4137	2	26.00	43383.08	0.08	0.04	N	O	1996-11-04	1996-10-20	1996-11-20	NONE	FOB	ckages across the slyly silent
39	19484	5350	3	46.00	82746.18	0.06	0.08	N	O	1996-09-26	1996-12-19	1996-10-26	DELIVER IN PERSON	AIR	he carefully e
39	32228	6878	6	40.00	54494.40	0.06	0.05	N	O	1996-12-08	1996-10-22	1997-01-01	COLLECT COD	AIR	quickly ironic fox
39	16678	9530	5	43.00	63360.93	0.01	0.01	N	O	1996-10-17	1996-11-14	1996-10-26	COLLECT COD	MAIL	yly regular i
39	32177	9821	1	44.00	53782.08	0.09	0.06	N	O	1996-11-14	1996-12-15	1996-12-12	COLLECT COD	RAIL	eodolites. careful
64	95817	5952	1	21.00	40675.95	0.05	0.02	R	F	1994-09-30	1994-09-18	1994-10-26	DELIVER IN PERSON	REG AIR	ch slyly final, thin platelets.
65	184715	3889	3	21.00	27076.98	0.09	0.07	N	O	1995-07-06	1995-05-14	1995-07-31	DELIVER IN PERSON	RAIL	bove the even packages. accounts nag carefu
65	144219	4705	1	26.00	42995.94	0.03	0.03	A	F	1995-04-20	1995-04-25	1995-05-13	NONE	TRUCK	pending deposits nag even packages. ca
65	31999	8830	2	22.00	39353.82	0.00	0.05	N	O	1995-07-17	1995-06-04	1995-07-19	COLLECT COD	FOB	 ideas. special, r
66	12015	3490	2	41.00	64061.68	0.04	0.07	A	F	1994-02-21	1994-03-01	1994-03-18	COLLECT COD	AIR	 regular de
66	151854	7630	1	31.00	35126.41	0.00	0.08	R	F	1994-02-19	1994-03-11	1994-02-20	TAKE BACK RETURN	RAIL	ut the unusual accounts sleep at the bo
67	12072	824	6	29.00	40144.70	0.02	0.05	N	O	1997-01-25	1997-01-27	1997-01-27	DELIVER IN PERSON	FOB	ultipliers 
67	43667	5198	2	12.00	13358.28	0.09	0.05	N	O	1997-01-27	1997-02-21	1997-02-22	NONE	REG AIR	 even packages cajole
67	101176	6118	3	5.00	8368.00	0.03	0.07	N	O	1997-02-20	1997-02-12	1997-02-21	DELIVER IN PERSON	TRUCK	y unusual packages thrash pinto 
67	167929	7515	4	44.00	66066.44	0.08	0.06	N	O	1997-03-18	1997-01-29	1997-04-13	DELIVER IN PERSON	RAIL	se quickly above the even, express reques
67	32047	8126	5	23.00	35733.03	0.05	0.07	N	O	1997-04-19	1997-02-14	1997-05-06	DELIVER IN PERSON	REG AIR	ly regular deposit
67	41814	9143	1	4.00	6230.52	0.09	0.04	N	O	1997-04-17	1997-01-31	1997-04-20	NONE	SHIP	 cajole thinly expres
68	122457	1761	7	41.00	52735.84	0.09	0.08	N	O	1998-06-24	1998-06-27	1998-07-06	NONE	SHIP	eposits nag special ideas. furiousl
68	78287	2256	4	20.00	34454.40	0.07	0.01	N	O	1998-06-27	1998-05-23	1998-07-02	NONE	REG AIR	 excuses integrate fluffily 
68	136841	2732	2	46.00	57738.28	0.02	0.05	N	O	1998-06-26	1998-06-07	1998-07-05	NONE	MAIL	 requests are unusual, regular pinto 
68	72731	5072	6	30.00	46906.80	0.05	0.06	N	O	1998-08-11	1998-07-11	1998-08-14	NONE	RAIL	oxes are slyly blithely fin
68	102205	5267	5	27.00	47000.25	0.03	0.06	N	O	1998-06-19	1998-06-25	1998-06-29	DELIVER IN PERSON	SHIP	ccounts. deposits use. furiously
68	184737	7484	3	46.00	88089.08	0.04	0.05	N	O	1998-08-13	1998-07-08	1998-08-29	NONE	RAIL	egular dependencies affix ironically along 
68	173210	9569	1	3.00	2925.18	0.05	0.02	N	O	1998-07-04	1998-06-05	1998-07-21	NONE	RAIL	fully special instructions cajole. furious
69	28856	1006	6	23.00	32717.50	0.05	0.00	A	F	1994-10-03	1994-08-06	1994-10-24	NONE	SHIP	nding accounts ca
69	28064	2509	4	3.00	4318.50	0.09	0.04	R	F	1994-06-06	1994-07-27	1994-06-15	NONE	MAIL	 blithely final d
69	39717	4807	3	17.00	22172.42	0.09	0.00	A	F	1994-07-02	1994-07-07	1994-07-03	TAKE BACK RETURN	AIR	final, pending instr
69	35931	7089	5	42.00	44606.94	0.07	0.04	R	F	1994-07-31	1994-07-26	1994-08-28	DELIVER IN PERSON	REG AIR	tect regular, speci
69	176239	7721	1	48.00	58761.60	0.01	0.07	A	F	1994-08-17	1994-08-11	1994-09-08	NONE	TRUCK	regular epitaphs. carefully even ideas hag
69	57312	9201	2	32.00	37893.76	0.08	0.06	A	F	1994-08-24	1994-08-17	1994-08-31	NONE	REG AIR	s sleep carefully bold, 
70	89932	743	4	11.00	18477.03	0.01	0.05	A	F	1994-03-17	1994-03-17	1994-03-27	NONE	MAIL	alongside of the deposits. fur
70	36008	1195	2	13.00	16277.95	0.06	0.06	A	F	1994-03-03	1994-02-13	1994-03-26	COLLECT COD	AIR	lyly special packag
70	28842	2138	5	37.00	39520.81	0.09	0.04	R	F	1994-02-13	1994-03-16	1994-02-21	COLLECT COD	MAIL	n accounts are. q
70	102233	3171	6	19.00	30602.35	0.06	0.03	A	F	1994-01-26	1994-02-17	1994-02-06	TAKE BACK RETURN	SHIP	 packages wake pending accounts.
70	144739	7361	3	1.00	1888.80	0.03	0.05	R	F	1994-01-26	1994-03-05	1994-01-28	TAKE BACK RETURN	RAIL	quickly. fluffily unusual theodolites c
70	107757	9141	1	8.00	8736.96	0.03	0.08	R	F	1994-01-12	1994-02-27	1994-01-14	TAKE BACK RETURN	FOB	ggle. carefully pending dependenc
71	9980	674	6	34.00	58841.42	0.04	0.01	N	O	1998-03-05	1998-04-22	1998-03-30	DELIVER IN PERSON	TRUCK	s cajole. 
71	12023	1932	1	25.00	47323.25	0.09	0.07	N	O	1998-04-10	1998-04-22	1998-04-11	COLLECT COD	FOB	ckly. slyly
71	122457	1942	3	45.00	61489.35	0.00	0.07	N	O	1998-02-23	1998-03-20	1998-03-24	DELIVER IN PERSON	SHIP	 ironic packages believe blithely a
71	94955	3435	2	3.00	5645.73	0.09	0.07	N	O	1998-05-23	1998-04-03	1998-06-02	COLLECT COD	SHIP	y. pinto beans haggle after the
71	102252	5766	5	39.00	49071.75	0.08	0.06	N	O	1998-01-29	1998-04-07	1998-02-18	DELIVER IN PERSON	RAIL	l accounts sleep across the pack
71	122223	9155	4	33.00	54174.12	0.00	0.01	N	O	1998-04-12	1998-03-20	1998-04-15	NONE	FOB	 serve quickly fluffily bold deposi
96	32373	613	1	23.00	25278.61	0.10	0.06	A	F	1994-07-19	1994-06-29	1994-07-25	DELIVER IN PERSON	TRUCK	ep-- carefully reg
96	78220	5391	2	30.00	42761.70	0.01	0.06	R	F	1994-06-03	1994-05-29	1994-06-22	DELIVER IN PERSON	TRUCK	e quickly even ideas. furiou
97	115447	1989	1	13.00	19454.11	0.00	0.02	R	F	1993-04-01	1993-04-04	1993-04-08	NONE	TRUCK	ayers cajole against the furiously
97	102344	2073	2	37.00	56149.72	0.02	0.06	A	F	1993-04-13	1993-03-30	1993-04-14	DELIVER IN PERSON	SHIP	ic requests boost carefully quic
97	167825	5221	3	19.00	31857.11	0.06	0.08	R	F	1993-05-14	1993-03-05	1993-05-25	TAKE BACK RETURN	RAIL	gifts. furiously ironic packages cajole. 
98	78392	217	1	28.00	32373.88	0.06	0.07	A	F	1994-12-24	1994-10-25	1995-01-16	COLLECT COD	REG AIR	 pending, regular accounts s
98	167764	4707	3	14.00	23109.80	0.05	0.02	A	F	1994-12-30	1994-11-22	1995-01-27	COLLECT COD	AIR	 cajole furiously. blithely ironic ideas 
98	101682	7181	4	10.00	12471.80	0.03	0.03	A	F	1994-10-23	1994-11-08	1994-11-09	COLLECT COD	RAIL	 carefully. quickly ironic ideas
98	82726	7274	2	1.00	1752.74	0.00	0.00	A	F	1994-12-01	1994-12-12	1994-12-15	DELIVER IN PERSON	TRUCK	. unusual instructions against
99	19576	849	4	36.00	48467.88	0.09	0.02	A	F	1994-07-04	1994-04-17	1994-07-30	DELIVER IN PERSON	AIR	slyly. slyly e
99	96061	1622	3	42.00	46875.36	0.02	0.02	A	F	1994-04-19	1994-05-18	1994-04-20	NONE	RAIL	kages are fluffily furiously ir
99	121747	3767	2	5.00	8948.80	0.02	0.07	R	F	1994-05-06	1994-05-28	1994-05-20	TAKE BACK RETURN	RAIL	ests cajole fluffily waters. blithe
99	11636	4639	1	10.00	11011.10	0.02	0.01	A	F	1994-05-18	1994-06-03	1994-05-23	COLLECT COD	RAIL	kages. requ
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
1	155190	7706	1	17.00	21168.23	0.04	0.02	N	O	1996-03-13	1996-02-12	1996-03-22	DELIVER IN PERSON	TRUCK	egular courts above the
1	67310	7311	2	36.00	45983.16	0.09	0.06	N	O	1996-04-12	1996-02-28	1996-04-20	TAKE BACK RETURN	MAIL	ly final dependencies: slyly bold 
1	63700	3701	3	8.00	13309.60	0.10	0.02	N	O	1996-01-29	1996-03-05	1996-01-31	TAKE BACK RETURN	REG AIR	riously. regular, express dep
1	2132	4633	4	28.00	28955.64	0.09	0.06	N	O	1996-04-21	1996-03-30	1996-05-16	NONE	AIR	lites. fluffily even de
1	24027	1534	5	24.00	22824.48	0.10	0.04	N	O	1996-03-30	1996-03-14	1996-04-01	NONE	FOB	 pending foxes. slyly re
1	15635	638	6	32.00	49620.16	0.07	0.02	N	O	1996-01-30	1996-02-07	1996-02-03	DELIVER IN PERSON	MAIL	arefully slyly ex
2	106170	1191	1	38.00	44694.46	0.00	0.05	N	O	1997-01-28	1997-01-14	1997-02-02	TAKE BACK RETURN	RAIL	ven requests. deposits breach a
3	4297	1798	1	45.00	54058.05	0.06	0.00	R	F	1994-02-02	1994-01-04	1994-02-23	NONE	AIR	ongside of the furiously brave acco
3	19036	6540	2	49.00	46796.47	0.10	0.00	R	F	1993-11-09	1993-12-20	1993-11-24	TAKE BACK RETURN	RAIL	 unusual accounts. eve
3	128449	3474	3	27.00	39890.88	0.06	0.07	A	F	1994-01-16	1993-11-22	1994-01-23	DELIVER IN PERSON	SHIP	nal foxes wake. 
3	29380	1883	4	2.00	2618.76	0.01	0.06	A	F	1993-12-04	1994-01-07	1994-01-01	NONE	TRUCK	y. fluffily pending d
3	183095	650	5	28.00	32986.52	0.04	0.00	R	F	1993-12-14	1994-01-10	1994-01-01	TAKE BACK RETURN	FOB	ages nag slyly pending
3	62143	9662	6	26.00	28733.64	0.10	0.02	A	F	1993-10-29	1993-12-18	1993-11-04	TAKE BACK RETURN	RAIL	ges sleep after the caref
4	88035	5560	1	30.00	30690.90	0.03	0.08	N	O	1996-01-10	1995-12-14	1996-01-18	DELIVER IN PERSON	REG AIR	- quickly regular packages sleep. idly
5	108570	8571	1	15.00	23678.55	0.02	0.04	R	F	1994-10-31	1994-08-31	1994-11-20	NONE	AIR	ts wake furiously 
5	123927	3928	2	26.00	50723.92	0.07	0.08	R	F	1994-10-16	1994-09-25	1994-10-19	NONE	FOB	sts use slyly quickly special instruc
5	37531	35	3	50.00	73426.50	0.08	0.03	A	F	1994-08-08	1994-10-13	1994-08-26	DELIVER IN PERSON	AIR	eodolites. fluffily unusual
6	139636	2150	1	37.00	61998.31	0.08	0.03	A	F	1992-04-27	1992-05-15	1992-05-02	TAKE BACK RETURN	TRUCK	p furiously special foxes
7	182052	9607	1	12.00	13608.60	0.07	0.03	N	O	1996-05-07	1996-03-13	1996-06-03	TAKE BACK RETURN	FOB	ss pinto beans wake against th
7	145243	7758	2	9.00	11594.16	0.08	0.08	N	O	1996-02-01	1996-03-02	1996-02-19	TAKE BACK RETURN	SHIP	es. instructions
7	94780	9799	3	46.00	81639.88	0.10	0.07	N	O	1996-01-15	1996-03-27	1996-02-03	COLLECT COD	MAIL	 unusual reques
7	163073	3074	4	28.00	31809.96	0.03	0.04	N	O	1996-03-21	1996-04-08	1996-04-20	NONE	FOB	. slyly special requests haggl
7	151894	9440	5	38.00	73943.82	0.08	0.01	N	O	1996-02-11	1996-02-24	1996-02-18	DELIVER IN PERSON	TRUCK	ns haggle carefully ironic deposits. bl
7	79251	1759	6	35.00	43058.75	0.06	0.03	N	O	1996-01-16	1996-02-23	1996-01-22	TAKE BACK RETURN	FOB	jole. excuses wake carefully alongside of 
7	157238	2269	7	5.00	6476.15	0.04	0.02	N	O	1996-02-10	1996-03-26	1996-02-13	NONE	FOB	ithely regula
32	82704	7721	1	28.00	47227.60	0.05	0.08	N	O	1995-10-23	1995-08-27	1995-10-26	TAKE BACK RETURN	TRUCK	sleep quickly. req
32	197921	441	2	32.00	64605.44	0.02	0.00	N	O	1995-08-14	1995-10-07	1995-08-27	COLLECT COD	AIR	lithely regular deposits. fluffily 
32	44161	6666	3	2.00	2210.32	0.09	0.02	N	O	1995-08-07	1995-10-07	1995-08-23	DELIVER IN PERSON	AIR	 express accounts wake according to the
32	2743	7744	4	4.00	6582.96	0.09	0.03	N	O	1995-08-04	1995-10-01	1995-09-03	NONE	REG AIR	e slyly final pac
32	85811	8320	5	44.00	79059.64	0.05	0.06	N	O	1995-08-28	1995-08-20	1995-09-14	DELIVER IN PERSON	AIR	symptotes nag according to the ironic depo
32	11615	4117	6	6.00	9159.66	0.04	0.03	N	O	1995-07-21	1995-09-23	1995-07-25	COLLECT COD	RAIL	 gifts cajole carefully.
33	61336	8855	1	31.00	40217.23	0.09	0.04	A	F	1993-10-29	1993-12-19	1993-11-08	COLLECT COD	TRUCK	ng to the furiously ironic package
33	60519	5532	2	32.00	47344.32	0.02	0.05	A	F	1993-12-09	1994-01-04	1993-12-28	COLLECT COD	MAIL	gular theodolites
33	137469	9983	3	5.00	7532.30	0.05	0.03	A	F	1993-12-09	1993-12-25	1993-12-23	TAKE BACK RETURN	AIR	. stealthily bold exc
33	33918	3919	4	41.00	75928.31	0.09	0.00	R	F	1993-11-09	1994-01-24	1993-11-11	TAKE BACK RETURN	MAIL	unusual packages doubt caref
34	88362	871	1	13.00	17554.68	0.00	0.07	N	O	1998-10-23	1998-09-14	1998-11-06	NONE	REG AIR	nic accounts. deposits are alon
34	89414	1923	2	22.00	30875.02	0.08	0.06	N	O	1998-10-09	1998-10-16	1998-10-12	NONE	FOB	thely slyly p
34	169544	4577	3	6.00	9681.24	0.02	0.06	N	O	1998-10-30	1998-09-20	1998-11-05	NONE	FOB	ar foxes sleep 
35	450	2951	1	24.00	32410.80	0.02	0.00	N	O	1996-02-21	1996-01-03	1996-03-18	TAKE BACK RETURN	FOB	, regular tithe
35	161940	4457	2	34.00	68065.96	0.06	0.08	N	O	1996-01-22	1996-01-06	1996-01-27	DELIVER IN PERSON	RAIL	s are carefully against the f
35	120896	8433	3	7.00	13418.23	0.06	0.04	N	O	1996-01-19	1995-12-22	1996-01-29	NONE	MAIL	 the carefully regular 
35	85175	7684	4	25.00	29004.25	0.06	0.05	N	O	1995-11-26	1995-12-25	1995-12-21	DELIVER IN PERSON	SHIP	 quickly unti
35	119917	4940	5	34.00	65854.94	0.08	0.06	N	O	1995-11-08	1996-01-15	1995-11-26	COLLECT COD	MAIL	. silent, unusual deposits boost
35	30762	3266	6	28.00	47397.28	0.03	0.02	N	O	1996-02-01	1995-12-24	1996-02-28	COLLECT COD	RAIL	ly alongside of 
36	119767	9768	1	42.00	75043.92	0.09	0.00	N	O	1996-02-03	1996-01-21	1996-02-23	COLLECT COD	SHIP	 careful courts. special 
37	22630	5133	1	40.00	62105.20	0.09	0.03	A	F	1992-07-21	1992-08-01	1992-08-15	NONE	REG AIR	luffily regular requests. slyly final acco
37	126782	1807	2	39.00	70542.42	0.05	0.02	A	F	1992-07-02	1992-08-18	1992-07-28	TAKE BACK RETURN	RAIL	the final requests. ca
37	12903	5405	3	43.00	78083.70	0.05	0.08	A	F	1992-07-10	1992-07-06	1992-08-02	DELIVER IN PERSON	TRUCK	iously ste
38	175839	874	1	44.00	84252.52	0.04	0.02	N	O	1996-09-29	1996-11-17	1996-09-30	COLLECT COD	MAIL	s. blithely unusual theodolites am
39	2320	9821	1	44.00	53782.08	0.09	0.06	N	O	1996-11-14	1996-12-15	1996-12-12	COLLECT COD	RAIL	eodolites. careful
39	186582	4137	2	26.00	43383.08	0.08	0.04	N	O	1996-11-04	1996-10-20	1996-11-20	NONE	FOB	ckages across the slyly silent
39	67831	5350	3	46.00	82746.18	0.06	0.08	N	O	1996-09-26	1996-12-19	1996-10-26	DELIVER IN PERSON	AIR	he carefully e
39	20590	3093	4	32.00	48338.88	0.07	0.05	N	O	1996-10-02	1996-12-19	1996-10-14	COLLECT COD	MAIL	heodolites sleep silently pending foxes. ac
39	54519	9530	5	43.00	63360.93	0.01	0.01	N	O	1996-10-17	1996-11-14	1996-10-26	COLLECT COD	MAIL	yly regular i
39	94368	6878	6	40.00	54494.40	0.06	0.05	N	O	1996-12-08	1996-10-22	1997-01-01	COLLECT COD	AIR	quickly ironic fox
64	85951	5952	1	21.00	40675.95	0.05	0.02	R	F	1994-09-30	1994-09-18	1994-10-26	DELIVER IN PERSON	REG AIR	ch slyly final, thin platelets.
65	59694	4705	1	26.00	42995.94	0.03	0.03	A	F	1995-04-20	1995-04-25	1995-05-13	NONE	TRUCK	pending deposits nag even packages. ca
65	73815	8830	2	22.00	39353.82	0.00	0.05	N	O	1995-07-17	1995-06-04	1995-07-19	COLLECT COD	FOB	 ideas. special, r
65	1388	3889	3	21.00	27076.98	0.09	0.07	N	O	1995-07-06	1995-05-14	1995-07-31	DELIVER IN PERSON	RAIL	bove the even packages. accounts nag carefu
66	115118	7630	1	31.00	35126.41	0.00	0.08	R	F	1994-02-19	1994-03-11	1994-02-20	TAKE BACK RETURN	RAIL	ut the unusual accounts sleep at the bo
66	173489	3490	2	41.00	64061.68	0.04	0.07	A	F	1994-02-21	1994-03-01	1994-03-18	COLLECT COD	AIR	 regular de
67	21636	9143	1	4.00	6230.52	0.09	0.04	N	O	1997-04-17	1997-01-31	1997-04-20	NONE	SHIP	 cajole thinly expres
67	20193	5198	2	12.00	13358.28	0.09	0.05	N	O	1997-01-27	1997-02-21	1997-02-22	NONE	REG AIR	 even packages cajole
67	173600	6118	3	5.00	8368.00	0.03	0.07	N	O	1997-02-20	1997-02-12	1997-02-21	DELIVER IN PERSON	TRUCK	y unusual packages thrash pinto 
67	87514	7515	4	44.00	66066.44	0.08	0.06	N	O	1997-03-18	1997-01-29	1997-04-13	DELIVER IN PERSON	RAIL	se quickly above the even, express reques
67	40613	8126	5	23.00	35733.03	0.05	0.07	N	O	1997-04-19	1997-02-14	1997-05-06	DELIVER IN PERSON	REG AIR	ly regular deposit
67	178306	824	6	29.00	40144.70	0.02	0.05	N	O	1997-01-25	1997-01-27	1997-01-27	DELIVER IN PERSON	FOB	ultipliers 
68	7068	9569	1	3.00	2925.18	0.05	0.02	N	O	1998-07-04	1998-06-05	1998-07-21	NONE	RAIL	fully special instructions cajole. furious
68	175180	2732	2	46.00	57738.28	0.02	0.05	N	O	1998-06-26	1998-06-07	1998-07-05	NONE	MAIL	 requests are unusual, regular pinto 
68	34980	7484	3	46.00	88089.08	0.04	0.05	N	O	1998-08-13	1998-07-08	1998-08-29	NONE	RAIL	egular dependencies affix ironically along 
68	94728	2256	4	20.00	34454.40	0.07	0.01	N	O	1998-06-27	1998-05-23	1998-07-02	NONE	REG AIR	 excuses integrate fluffily 
68	82758	5267	5	27.00	47000.25	0.03	0.06	N	O	1998-06-19	1998-06-25	1998-06-29	DELIVER IN PERSON	SHIP	ccounts. deposits use. furiously
68	102561	5072	6	30.00	46906.80	0.05	0.06	N	O	1998-08-11	1998-07-11	1998-08-14	NONE	RAIL	oxes are slyly blithely fin
68	139247	1761	7	41.00	52735.84	0.09	0.08	N	O	1998-06-24	1998-06-27	1998-07-06	NONE	SHIP	eposits nag special ideas. furiousl
69	115209	7721	1	48.00	58761.60	0.01	0.07	A	F	1994-08-17	1994-08-11	1994-09-08	NONE	TRUCK	regular epitaphs. carefully even ideas hag
69	104180	9201	2	32.00	37893.76	0.08	0.06	A	F	1994-08-24	1994-08-17	1994-08-31	NONE	REG AIR	s sleep carefully bold, 
69	137267	4807	3	17.00	22172.42	0.09	0.00	A	F	1994-07-02	1994-07-07	1994-07-03	TAKE BACK RETURN	AIR	final, pending instr
69	37502	2509	4	3.00	4318.50	0.09	0.04	R	F	1994-06-06	1994-07-27	1994-06-15	NONE	MAIL	 blithely final d
69	92070	7089	5	42.00	44606.94	0.07	0.04	R	F	1994-07-31	1994-07-26	1994-08-28	DELIVER IN PERSON	REG AIR	tect regular, speci
69	18504	1006	6	23.00	32717.50	0.05	0.00	A	F	1994-10-03	1994-08-06	1994-10-24	NONE	SHIP	nding accounts ca
70	64128	9141	1	8.00	8736.96	0.03	0.08	R	F	1994-01-12	1994-02-27	1994-01-14	TAKE BACK RETURN	FOB	ggle. carefully pending dependenc
70	196156	1195	2	13.00	16277.95	0.06	0.06	A	F	1994-03-03	1994-02-13	1994-03-26	COLLECT COD	AIR	lyly special packag
70	179809	7361	3	1.00	1888.80	0.03	0.05	R	F	1994-01-26	1994-03-05	1994-01-28	TAKE BACK RETURN	RAIL	quickly. fluffily unusual theodolites c
70	45734	743	4	11.00	18477.03	0.01	0.05	A	F	1994-03-17	1994-03-17	1994-03-27	NONE	MAIL	alongside of the deposits. fur
70	37131	2138	5	37.00	39520.81	0.09	0.04	R	F	1994-02-13	1994-03-16	1994-02-21	COLLECT COD	MAIL	n accounts are. q
70	55655	3171	6	19.00	30602.35	0.06	0.03	A	F	1994-01-26	1994-02-17	1994-02-06	TAKE BACK RETURN	SHIP	 packages wake pending accounts.
71	61931	1932	1	25.00	47323.25	0.09	0.07	N	O	1998-04-10	1998-04-22	1998-04-11	COLLECT COD	FOB	ckly. slyly
71	65916	3435	2	3.00	5645.73	0.09	0.07	N	O	1998-05-23	1998-04-03	1998-06-02	COLLECT COD	SHIP	y. pinto beans haggle after the
71	34432	1942	3	45.00	61489.35	0.00	0.07	N	O	1998-02-23	1998-03-20	1998-03-24	DELIVER IN PERSON	SHIP	 ironic packages believe blithely a
71	96645	9155	4	33.00	54174.12	0.00	0.01	N	O	1998-04-12	1998-03-20	1998-04-15	NONE	FOB	 serve quickly fluffily bold deposi
71	103255	5766	5	39.00	49071.75	0.08	0.06	N	O	1998-01-29	1998-04-07	1998-02-18	DELIVER IN PERSON	RAIL	l accounts sleep across the pack
71	195635	674	6	34.00	58841.42	0.04	0.01	N	O	1998-03-05	1998-04-22	1998-03-30	DELIVER IN PERSON	TRUCK	s cajole. 
