l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
3	Customer#000000003	MG9kdTD2WBHm	1	11-719-748-3364	7498.12	AUTOMOBILE	 deposits eat slyly ironic, even instructions. express foxes detect slyly. blithely even accounts abov
4	Customer#000000004	XxVSJsLAGtn	4	14-128-190-5944	2866.83	MACHINERY	 requests. final, regular ideas sleep final accou
5	Customer#000000005	KvpyuHCplrB84WgAiGV6sYpZq7Tj	3	13-750-942-6364	794.47	HOUSEHOLD	n accounts will have to unwind. foxes cajole accor
6	Customer#000000006	sKZz0CsnMD7mp4Xd0YrBvx,LREYKUWAh yVn	20	30-114-968-4951	7638.57	AUTOMOBILE	tions. even deposits boost according to the slyly bold packages. final accounts cajole requests. furious
7	Customer#000000007	TcGe5gaZNgVePxU5kRrvXBfkasDTea	18	28-190-982-9759	9561.95	AUTOMOBILE	ainst the ironic, express theodolites. express, even pinto beans among the exp
8	Customer#000000008	I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5	17	27-147-574-9335	6819.74	BUILDING	among the slyly regular theodolites kindle blithely courts. carefully even theodolites haggle slyly along the ide
9	Customer#000000009	xKiAFTjUsCuxfeleNqefumTrjS	8	18-338-906-3675	8324.07	FURNITURE	r theodolites according to the requests wake thinly excuses: pending requests haggle furiousl
10	Customer#000000010	6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2	5	15-741-346-9870	2753.54	HOUSEHOLD	es regular deposits haggle. fur
11	Customer#000000011	PkWS 3HlXqwTuzrKg633BEi	23	33-464-151-3439	-272.60	BUILDING	ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. 
12	Customer#000000012	9PWKuhzT4Zr1Q	13	23-791-276-1263	3396.49	HOUSEHOLD	 to the carefully final braids. blithely regular requests nag. ironic theodolites boost quickly along
13	Customer#000000013	nsXQu0oVjD7PM659uC3SRSp	3	13-761-547-5974	3857.34	BUILDING	ounts sleep carefully after the close frays. carefully bold notornis use ironic requests. blithely
14	Customer#000000014	KXkletMlL2JQEA 	1	11-845-129-3851	5266.30	FURNITURE	, ironic packages across the unus
15	Customer#000000015	YtWggXoOLdwdo7b0y,BZaGUQMLJMX1Y,EC,6Dn	23	33-687-542-7601	2788.52	HOUSEHOLD	 platelets. regular deposits detect asymptotes. blithely unusual packages nag slyly at the fluf
16	Customer#000000016	cYiaeMLZSMAOQ2 d0W,	10	20-781-609-3107	4681.03	FURNITURE	kly silent courts. thinly regular theodolites sleep fluffily after 
17	Customer#000000017	izrh 6jdqtp2eqdtbkswDD8SG4SzXruMfIXyR7	2	12-970-682-3487	6.34	AUTOMOBILE	packages wake! blithely even pint
18	Customer#000000018	3txGO AiuFux3zT0Z9NYaFRnZt	6	16-155-215-1315	5494.43	BUILDING	s sleep. carefully even instructions nag furiously alongside of t
19	Customer#000000019	uc,3bHIx84H,wdrmLOjVsiqXCq2tr	18	28-396-526-5053	8914.71	HOUSEHOLD	 nag. furiously careful packages are slyly at the accounts. furiously regular in
20	Customer#000000020	JrPk8Pqplj4Ne	22	32-957-234-8742	7603.40	FURNITURE	g alongside of the special excuses-- fluffily enticing packages wake 
21	Customer#000000021	XYmVpr9yAHDEn	8	18-902-614-8344	1428.25	MACHINERY	 quickly final accounts integrate blithely furiously u
22	Customer#000000022	QI6p41,FNs5k7RZoCCVPUTkUdYpB	3	13-806-545-9701	591.98	MACHINERY	s nod furiously above the furiously ironic ideas. 
23	Customer#000000023	OdY W13N7Be3OC5MpgfmcYss0Wn6TKT	3	13-312-472-8245	3332.02	HOUSEHOLD	deposits. special deposits cajole slyly. fluffily special deposits about the furiously 
24	Customer#000000024	HXAFgIAyjxtdqwimt13Y3OZO 4xeLe7U8PqG	13	23-127-851-8031	9255.67	MACHINERY	into beans. fluffily final ideas haggle fluffily
25	Customer#000000025	Hp8GyFQgGHFYSilH5tBfe	12	22-603-468-3533	7133.70	FURNITURE	y. accounts sleep ruthlessly according to the regular theodolites. unusual instructions sleep. ironic, final
26	Customer#000000026	8ljrc5ZeMl7UciP	22	32-363-455-4837	5182.05	AUTOMOBILE	c requests use furiously ironic requests. slyly ironic dependencies us
27	Customer#000000027	IS8GIyxpBrLpMT0u7	3	13-137-193-2709	5679.84	BUILDING	 about the carefully ironic pinto beans. accoun
28	Customer#000000028	iVyg0daQ,Tha8x2WPWA9m2529m	8	18-774-241-1462	1007.18	FURNITURE	 along the regular deposits. furiously final pac
29	Customer#000000029	sJ5adtfyAkCK63df2,vF25zyQMVYE34uh	0	10-773-203-7342	7618.27	FURNITURE	its after the carefully final platelets x-ray against 
30	Customer#000000030	nJDsELGAavU63Jl0c5NKsKfL8rIJQQkQnYL2QJY	1	11-764-165-5076	9321.01	BUILDING	lithely final requests. furiously unusual account
31	Customer#000000031	LUACbO0viaAv6eXOAebryDB xjVst	23	33-197-837-7094	5236.89	HOUSEHOLD	s use among the blithely pending depo
32	Customer#000000032	jD2xZzi UmId,DCtNBLXKj9q0Tlp2iQ6ZcO3J	15	25-430-914-2194	3471.53	BUILDING	cial ideas. final, furious requests across the e
33	Customer#000000033	qFSlMuLucBmx9xnn5ib2csWUweg D	17	27-375-391-1280	-78.56	AUTOMOBILE	s. slyly regular accounts are furiously. carefully pending requests
34	Customer#000000034	Q6G9wZ6dnczmtOx509xgE,M2KV	15	25-344-968-5422	8589.70	HOUSEHOLD	nder against the even, pending accounts. even
35	Customer#000000035	TEjWGE4nBzJL2	17	27-566-888-7431	1228.24	HOUSEHOLD	requests. special, express requests nag slyly furiousl
36	Customer#000000036	3TvCzjuPzpJ0,DdJ8kW5U	21	31-704-669-5769	4987.27	BUILDING	haggle. enticing, quiet platelets grow quickly bold sheaves. carefully regular acc
37	Customer#000000037	7EV4Pwh,3SboctTWt	8	18-385-235-7162	-917.75	FURNITURE	ilent packages are carefully among the deposits. furiousl
38	Customer#000000038	a5Ee5e9568R8RLP 2ap7	12	22-306-880-7212	6345.11	HOUSEHOLD	lar excuses. closely even asymptotes cajole blithely excuses. carefully silent pinto beans sleep carefully fin
39	Customer#000000039	nnbRg,Pvy33dfkorYE FdeZ60	2	12-387-467-6509	6264.31	AUTOMOBILE	tions. slyly silent excuses slee
40	Customer#000000040	gOnGWAyhSV1ofv	3	13-652-915-8939	1335.30	BUILDING	rges impress after the slyly ironic courts. foxes are. blithely 
41	Customer#000000041	IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF	10	20-917-711-4011	270.95	HOUSEHOLD	ly regular accounts hang bold, silent packages. unusual foxes haggle slyly above the special, final depo
42	Customer#000000042	ziSrvyyBke	5	15-416-330-4175	8727.01	BUILDING	ssly according to the pinto beans: carefully special requests across the even, pending accounts wake special
43	Customer#000000043	ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd	19	29-316-665-2897	9904.28	MACHINERY	ial requests: carefully pending foxes detect quickly. carefully final courts cajole quickly. carefully
44	Customer#000000044	Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi	16	26-190-260-5375	7315.94	AUTOMOBILE	r requests around the unusual, bold a
45	Customer#000000045	4v3OcpFgoOmMG,CbnF,4mdC	9	19-715-298-9917	9983.38	AUTOMOBILE	nto beans haggle slyly alongside of t
46	Customer#000000046	eaTXWWm10L9	6	16-357-681-2007	5744.59	AUTOMOBILE	ctions. accounts sleep furiously even requests. regular, regular accounts cajole blithely around the final pa
47	Customer#000000047	b0UgocSqEW5 gdVbhNT	2	12-427-271-9466	274.58	BUILDING	ions. express, ironic instructions sleep furiously ironic ideas. furi
48	Customer#000000048	0UU iPhBupFvemNB	0	10-508-348-5882	3792.50	BUILDING	re fluffily pending foxes. pending, bold platelets sleep slyly. even platelets cajo
49	Customer#000000049	cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl	10	20-908-631-4424	4573.94	FURNITURE	nusual foxes! fluffily pending packages maintain to the regular 
50	Customer#000000050	9SzDYlkzxByyJ1QeTI o	6	16-658-112-3221	4266.13	MACHINERY	ts. furiously ironic accounts cajole furiously slyly ironic dinos.
51	Customer#000000051	uR,wEaiTvo4	12	22-344-885-4251	855.87	FURNITURE	eposits. furiously regular requests integrate carefully packages. furious
52	Customer#000000052	7 QOqGqqSy9jfV51BC71jcHJSD0	11	21-186-284-5998	5630.28	HOUSEHOLD	ic platelets use evenly even accounts. stealthy theodolites cajole furiou
53	Customer#000000053	HnaxHzTfFTZs8MuCpJyTbZ47Cm4wFOOgib	15	25-168-852-5363	4113.64	HOUSEHOLD	ar accounts are. even foxes are blithely. fluffily pending deposits boost
54	Customer#000000054	,k4vf 5vECGWFy,hosTE,	4	14-776-370-4745	868.90	AUTOMOBILE	sual, silent accounts. furiously express accounts cajole special deposits. final, final accounts use furi
55	Customer#000000055	zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom	10	20-180-440-8525	4572.11	MACHINERY	ully unusual packages wake bravely bold packages. unusual requests boost deposits! blithely ironic packages ab
56	Customer#000000056	BJYZYJQk4yD5B	10	20-895-685-6920	6530.86	FURNITURE	. notornis wake carefully. carefully fluffy requests are furiously even accounts. slyly expre
57	Customer#000000057	97XYbsuOPRXPWU	21	31-835-306-1650	4151.93	AUTOMOBILE	ove the carefully special packages. even, unusual deposits sleep slyly pend
58	Customer#000000058	g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T	13	23-244-493-2508	6478.46	HOUSEHOLD	ideas. ironic ideas affix furiously express, final instructions. regular excuses use quickly e
59	Customer#000000059	zLOCP0wh92OtBihgspOGl4	1	11-355-584-3112	3458.60	MACHINERY	ously final packages haggle blithely after the express deposits. furiou
60	Customer#000000060	FyodhjwMChsZmUz7Jz0H	12	22-480-575-5866	2741.87	MACHINERY	latelets. blithely unusual courts boost furiously about the packages. blithely final instruct
61	Customer#000000061	9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE	17	27-626-559-8599	1536.24	FURNITURE	egular packages shall have to impress along the 
62	Customer#000000062	upJK2Dnw13,	7	17-361-978-7059	595.61	MACHINERY	kly special dolphins. pinto beans are slyly. quickly regular accounts are furiously a
63	Customer#000000063	IXRSpVWWZraKII	21	31-952-552-9584	9331.13	AUTOMOBILE	ithely even accounts detect slyly above the fluffily ir
64	Customer#000000064	MbCeGY20kaKK3oalJD,OT	3	13-558-731-7204	-646.64	BUILDING	structions after the quietly ironic theodolites cajole be
65	Customer#000000065	RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X	23	33-733-623-5267	8795.16	AUTOMOBILE	y final foxes serve carefully. theodolites are carefully. pending i
66	Customer#000000066	XbsEqXH1ETbJYYtA1A	22	32-213-373-5094	242.77	HOUSEHOLD	le slyly accounts. carefully silent packages benea
67	Customer#000000067	rfG0cOgtr5W8 xILkwp9fpCS8	9	19-403-114-4356	8166.59	MACHINERY	indle furiously final, even theodo
68	Customer#000000068	o8AibcCRkXvQFh8hF,7o	12	22-918-832-2411	6853.37	HOUSEHOLD	 pending pinto beans impress realms. final dependencies 
69	Customer#000000069	Ltx17nO9Wwhtdbe9QZVxNgP98V7xW97uvSH1prEw	9	19-225-978-5670	1709.28	HOUSEHOLD	thely final ideas around the quickly final dependencies affix carefully quickly final theodolites. final accounts c
70	Customer#000000070	mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ	22	32-828-107-2832	4867.52	FURNITURE	fter the special asymptotes. ideas after the unusual frets cajole quickly regular pinto be
71	Customer#000000071	TlGalgdXWBmMV,6agLyWYDyIz9MKzcY8gl,w6t1B	7	17-710-812-5403	-611.19	HOUSEHOLD	g courts across the regular, final pinto beans are blithely pending ac
72	Customer#000000072	putjlmskxE,zs,HqeIA9Wqu7dhgH5BVCwDwHHcf	2	12-759-144-9689	-362.86	FURNITURE	ithely final foxes sleep always quickly bold accounts. final wat
73	Customer#000000073	8IhIxreu4Ug6tt5mog4	0	10-473-439-3214	4288.50	BUILDING	usual, unusual packages sleep busily along the furiou
74	Customer#000000074	IkJHCA3ZThF7qL7VKcrU nRLl,kylf 	4	14-199-862-7209	2764.43	MACHINERY	onic accounts. blithely slow packages would haggle carefully. qui
75	Customer#000000075	Dh 6jZ,cwxWLKQfRKkiGrzv6pm	18	28-247-803-9025	6684.10	AUTOMOBILE	 instructions cajole even, even deposits. finally bold deposits use above the even pains. slyl
76	Customer#000000076	m3sbCvjMOHyaOofH,e UkGPtqc4	0	10-349-718-3044	5745.33	FURNITURE	pecial deposits. ironic ideas boost blithely according to the closely ironic theodolites! furiously final deposits n
77	Customer#000000077	4tAE5KdMFGD4byHtXF92vx	17	27-269-357-4674	1738.87	BUILDING	uffily silent requests. carefully ironic asymptotes among the ironic hockey players are carefully bli
78	Customer#000000078	HBOta,ZNqpg3U2cSL0kbrftkPwzX	9	19-960-700-9191	7136.97	FURNITURE	ests. blithely bold pinto beans h
79	Customer#000000079	n5hH2ftkVRwW8idtD,BmM2	15	25-147-850-4166	5121.28	MACHINERY	es. packages haggle furiously. regular, special requests poach after the quickly express ideas. blithely pending re
80	Customer#000000080	K,vtXp8qYB 	0	10-267-172-7101	7383.53	FURNITURE	tect among the dependencies. bold accounts engage closely even pinto beans. ca
81	Customer#000000081	SH6lPA7JiiNC6dNTrR	20	30-165-277-3269	2023.71	BUILDING	r packages. fluffily ironic requests cajole fluffily. ironically regular theodolit
82	Customer#000000082	zhG3EZbap4c992Gj3bK,3Ne,Xn	18	28-159-442-5305	9468.34	AUTOMOBILE	s wake. bravely regular accounts are furiously. regula
83	Customer#000000083	HnhTNB5xpnSF20JBH4Ycs6psVnkC3RDf	22	32-817-154-4122	6463.51	BUILDING	ccording to the quickly bold warhorses. final, regular foxes integrate carefully. bold packages nag blithely ev
84	Customer#000000084	lpXz6Fwr9945rnbtMc8PlueilS1WmASr CB	11	21-546-818-3802	5174.71	FURNITURE	ly blithe foxes. special asymptotes haggle blithely against the furiously regular depo
85	Customer#000000085	siRerlDwiolhYR 8FgksoezycLj	5	15-745-585-8219	3386.64	FURNITURE	ronic ideas use above the slowly pendin
86	Customer#000000086	US6EGGHXbTTXPL9SBsxQJsuvy	0	10-677-951-2353	3306.32	HOUSEHOLD	quests. pending dugouts are carefully aroun
87	Customer#000000087	hgGhHVSWQl 6jZ6Ev	23	33-869-884-7053	6327.54	FURNITURE	hely ironic requests integrate according to the ironic accounts. slyly regular pla
88	Customer#000000088	wtkjBN9eyrFuENSMmMFlJ3e7jE5KXcg	16	26-516-273-2566	8031.44	AUTOMOBILE	s are quickly above the quickly ironic instructions; even requests about the carefully final deposi
89	Customer#000000089	dtR, y9JQWUO6FoJExyp8whOU	14	24-394-451-5404	1530.76	FURNITURE	counts are slyly beyond the slyly final accounts. quickly final ideas wake. r
90	Customer#000000090	QxCzH7VxxYUWwfL7	16	26-603-491-1238	7354.23	BUILDING	sly across the furiously even 
91	Customer#000000091	S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q	8	18-239-400-3677	4643.14	AUTOMOBILE	onic accounts. fluffily silent pinto beans boost blithely according to the fluffily exp
92	Customer#000000092	obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,	2	12-446-416-8471	1182.91	MACHINERY	. pinto beans hang slyly final deposits. ac
93	Customer#000000093	EHXBr2QGdh	7	17-359-388-5266	2182.52	MACHINERY	press deposits. carefully regular platelets r
94	Customer#000000094	IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf	9	19-953-499-8833	5500.11	HOUSEHOLD	latelets across the bold, final requests sleep according to the fluffily bold accounts. unusual deposits amon
95	Customer#000000095	EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7	15	25-923-255-2929	5327.38	MACHINERY	ithely. ruthlessly final requests wake slyly alongside of the furiously silent pinto beans. even the
96	Customer#000000096	vWLOrmXhRR	8	18-422-845-1202	6323.92	AUTOMOBILE	press requests believe furiously. carefully final instructions snooze carefully. 
97	Customer#000000097	OApyejbhJG,0Iw3j rd1M	17	27-588-919-5638	2164.48	AUTOMOBILE	haggle slyly. bold, special ideas are blithely above the thinly bold theo
98	Customer#000000098	7yiheXNSpuEAwbswDW	12	22-885-845-6889	-551.37	BUILDING	ages. furiously pending accounts are quickly carefully final foxes: busily pe
99	Customer#000000099	szsrOiPtCHVS97Lt	15	25-515-237-9232	4088.65	HOUSEHOLD	cajole slyly about the regular theodolites! furiously bold requests nag along the pending, regular packages. somas
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
1	155190	7706	1	17.00	21168.23	0.04	0.02	N	O	1996-03-13	1996-02-12	1996-03-22	DELIVER IN PERSON	TRUCK	egular courts above the
1	67310	7311	2	36.00	45983.16	0.09	0.06	N	O	1996-04-12	1996-02-28	1996-04-20	TAKE BACK RETURN	MAIL	ly final dependencies: slyly bold 
1	63700	3701	3	8.00	13309.60	0.10	0.02	N	O	1996-01-29	1996-03-05	1996-01-31	TAKE BACK RETURN	REG AIR	riously. regular, express dep
1	2132	4633	4	28.00	28955.64	0.09	0.06	N	O	1996-04-21	1996-03-30	1996-05-16	NONE	AIR	lites. fluffily even de
1	24027	1534	5	24.00	22824.48	0.10	0.04	N	O	1996-03-30	1996-03-14	1996-04-01	NONE	FOB	 pending foxes. slyly re
1	15635	638	6	32.00	49620.16	0.07	0.02	N	O	1996-01-30	1996-02-07	1996-02-03	DELIVER IN PERSON	MAIL	arefully slyly ex
2	106170	1191	1	38.00	44694.46	0.00	0.05	N	O	1997-01-28	1997-01-14	1997-02-02	TAKE BACK RETURN	RAIL	ven requests. deposits breach a
3	4297	1798	1	45.00	54058.05	0.06	0.00	R	F	1994-02-02	1994-01-04	1994-02-23	NONE	AIR	ongside of the furiously brave acco
3	19036	6540	2	49.00	46796.47	0.10	0.00	R	F	1993-11-09	1993-12-20	1993-11-24	TAKE BACK RETURN	RAIL	 unusual accounts. eve
3	128449	3474	3	27.00	39890.88	0.06	0.07	A	F	1994-01-16	1993-11-22	1994-01-23	DELIVER IN PERSON	SHIP	nal foxes wake. 
3	29380	1883	4	2.00	2618.76	0.01	0.06	A	F	1993-12-04	1994-01-07	1994-01-01	NONE	TRUCK	y. fluffily pending d
3	183095	650	5	28.00	32986.52	0.04	0.00	R	F	1993-12-14	1994-01-10	1994-01-01	TAKE BACK RETURN	FOB	ages nag slyly pending
3	62143	9662	6	26.00	28733.64	0.10	0.02	A	F	1993-10-29	1993-12-18	1993-11-04	TAKE BACK RETURN	RAIL	ges sleep after the caref
4	88035	5560	1	30.00	30690.90	0.03	0.08	N	O	1996-01-10	1995-12-14	1996-01-18	DELIVER IN PERSON	REG AIR	- quickly regular packages sleep. idly
5	108570	8571	1	15.00	23678.55	0.02	0.04	R	F	1994-10-31	1994-08-31	1994-11-20	NONE	AIR	ts wake furiously 
5	123927	3928	2	26.00	50723.92	0.07	0.08	R	F	1994-10-16	1994-09-25	1994-10-19	NONE	FOB	sts use slyly quickly special instruc
5	37531	35	3	50.00	73426.50	0.08	0.03	A	F	1994-08-08	1994-10-13	1994-08-26	DELIVER IN PERSON	AIR	eodolites. fluffily unusual
6	139636	2150	1	37.00	61998.31	0.08	0.03	A	F	1992-04-27	1992-05-15	1992-05-02	TAKE BACK RETURN	TRUCK	p furiously special foxes
7	182052	9607	1	12.00	13608.60	0.07	0.03	N	O	1996-05-07	1996-03-13	1996-06-03	TAKE BACK RETURN	FOB	ss pinto beans wake against th
7	145243	7758	2	9.00	11594.16	0.08	0.08	N	O	1996-02-01	1996-03-02	1996-02-19	TAKE BACK RETURN	SHIP	es. instructions
7	94780	9799	3	46.00	81639.88	0.10	0.07	N	O	1996-01-15	1996-03-27	1996-02-03	COLLECT COD	MAIL	 unusual reques
7	163073	3074	4	28.00	31809.96	0.03	0.04	N	O	1996-03-21	1996-04-08	1996-04-20	NONE	FOB	. slyly special requests haggl
7	151894	9440	5	38.00	73943.82	0.08	0.01	N	O	1996-02-11	1996-02-24	1996-02-18	DELIVER IN PERSON	TRUCK	ns haggle carefully ironic deposits. bl
7	79251	1759	6	35.00	43058.75	0.06	0.03	N	O	1996-01-16	1996-02-23	1996-01-22	TAKE BACK RETURN	FOB	jole. excuses wake carefully alongside of 
7	157238	2269	7	5.00	6476.15	0.04	0.02	N	O	1996-02-10	1996-03-26	1996-02-13	NONE	FOB	ithely regula
32	82704	7721	1	28.00	47227.60	0.05	0.08	N	O	1995-10-23	1995-08-27	1995-10-26	TAKE BACK RETURN	TRUCK	sleep quickly. req
32	197921	441	2	32.00	64605.44	0.02	0.00	N	O	1995-08-14	1995-10-07	1995-08-27	COLLECT COD	AIR	lithely regular deposits. fluffily 
32	44161	6666	3	2.00	2210.32	0.09	0.02	N	O	1995-08-07	1995-10-07	1995-08-23	DELIVER IN PERSON	AIR	 express accounts wake according to the
32	2743	7744	4	4.00	6582.96	0.09	0.03	N	O	1995-08-04	1995-10-01	1995-09-03	NONE	REG AIR	e slyly final pac
32	85811	8320	5	44.00	79059.64	0.05	0.06	N	O	1995-08-28	1995-08-20	1995-09-14	DELIVER IN PERSON	AIR	symptotes nag according to the ironic depo
32	11615	4117	6	6.00	9159.66	0.04	0.03	N	O	1995-07-21	1995-09-23	1995-07-25	COLLECT COD	RAIL	 gifts cajole carefully.
33	61336	8855	1	31.00	40217.23	0.09	0.04	A	F	1993-10-29	1993-12-19	1993-11-08	COLLECT COD	TRUCK	ng to the furiously ironic package
33	60519	5532	2	32.00	47344.32	0.02	0.05	A	F	1993-12-09	1994-01-04	1993-12-28	COLLECT COD	MAIL	gular theodolites
33	137469	9983	3	5.00	7532.30	0.05	0.03	A	F	1993-12-09	1993-12-25	1993-12-23	TAKE BACK RETURN	AIR	. stealthily bold exc
33	33918	3919	4	41.00	75928.31	0.09	0.00	R	F	1993-11-09	1994-01-24	1993-11-11	TAKE BACK RETURN	MAIL	unusual packages doubt caref
34	88362	871	1	13.00	17554.68	0.00	0.07	N	O	1998-10-23	1998-09-14	1998-11-06	NONE	REG AIR	nic accounts. deposits are alon
34	89414	1923	2	22.00	30875.02	0.08	0.06	N	O	1998-10-09	1998-10-16	1998-10-12	NONE	FOB	thely slyly p
34	169544	4577	3	6.00	9681.24	0.02	0.06	N	O	1998-10-30	1998-09-20	1998-11-05	NONE	FOB	ar foxes sleep 
35	450	2951	1	24.00	32410.80	0.02	0.00	N	O	1996-02-21	1996-01-03	1996-03-18	TAKE BACK RETURN	FOB	, regular tithe
35	161940	4457	2	34.00	68065.96	0.06	0.08	N	O	1996-01-22	1996-01-06	1996-01-27	DELIVER IN PERSON	RAIL	s are carefully against the f
35	120896	8433	3	7.00	13418.23	0.06	0.04	N	O	1996-01-19	1995-12-22	1996-01-29	NONE	MAIL	 the carefully regular 
35	85175	7684	4	25.00	29004.25	0.06	0.05	N	O	1995-11-26	1995-12-25	1995-12-21	DELIVER IN PERSON	SHIP	 quickly unti
35	119917	4940	5	34.00	65854.94	0.08	0.06	N	O	1995-11-08	1996-01-15	1995-11-26	COLLECT COD	MAIL	. silent, unusual deposits boost
35	30762	3266	6	28.00	47397.28	0.03	0.02	N	O	1996-02-01	1995-12-24	1996-02-28	COLLECT COD	RAIL	ly alongside of 
36	119767	9768	1	42.00	75043.92	0.09	0.00	N	O	1996-02-03	1996-01-21	1996-02-23	COLLECT COD	SHIP	 careful courts. special 
37	22630	5133	1	40.00	62105.20	0.09	0.03	A	F	1992-07-21	1992-08-01	1992-08-15	NONE	REG AIR	luffily regular requests. slyly final acco
37	126782	1807	2	39.00	70542.42	0.05	0.02	A	F	1992-07-02	1992-08-18	1992-07-28	TAKE BACK RETURN	RAIL	the final requests. ca
37	12903	5405	3	43.00	78083.70	0.05	0.08	A	F	1992-07-10	1992-07-06	1992-08-02	DELIVER IN PERSON	TRUCK	iously ste
38	175839	874	1	44.00	84252.52	0.04	0.02	N	O	1996-09-29	1996-11-17	1996-09-30	COLLECT COD	MAIL	s. blithely unusual theodolites am
39	2320	9821	1	44.00	53782.08	0.09	0.06	N	O	1996-11-14	1996-12-15	1996-12-12	COLLECT COD	RAIL	eodolites. careful
39	186582	4137	2	26.00	43383.08	0.08	0.04	N	O	1996-11-04	1996-10-20	1996-11-20	NONE	FOB	ckages across the slyly silent
39	67831	5350	3	46.00	82746.18	0.06	0.08	N	O	1996-09-26	1996-12-19	1996-10-26	DELIVER IN PERSON	AIR	he carefully e
39	20590	3093	4	32.00	48338.88	0.07	0.05	N	O	1996-10-02	1996-12-19	1996-10-14	COLLECT COD	MAIL	heodolites sleep silently pending foxes. ac
39	54519	9530	5	43.00	63360.93	0.01	0.01	N	O	1996-10-17	1996-11-14	1996-10-26	COLLECT COD	MAIL	yly regular i
39	94368	6878	6	40.00	54494.40	0.06	0.05	N	O	1996-12-08	1996-10-22	1997-01-01	COLLECT COD	AIR	quickly ironic fox
64	85951	5952	1	21.00	40675.95	0.05	0.02	R	F	1994-09-30	1994-09-18	1994-10-26	DELIVER IN PERSON	REG AIR	ch slyly final, thin platelets.
65	59694	4705	1	26.00	42995.94	0.03	0.03	A	F	1995-04-20	1995-04-25	1995-05-13	NONE	TRUCK	pending deposits nag even packages. ca
65	73815	8830	2	22.00	39353.82	0.00	0.05	N	O	1995-07-17	1995-06-04	1995-07-19	COLLECT COD	FOB	 ideas. special, r
65	1388	3889	3	21.00	27076.98	0.09	0.07	N	O	1995-07-06	1995-05-14	1995-07-31	DELIVER IN PERSON	RAIL	bove the even packages. accounts nag carefu
66	115118	7630	1	31.00	35126.41	0.00	0.08	R	F	1994-02-19	1994-03-11	1994-02-20	TAKE BACK RETURN	RAIL	ut the unusual accounts sleep at the bo
66	173489	3490	2	41.00	64061.68	0.04	0.07	A	F	1994-02-21	1994-03-01	1994-03-18	COLLECT COD	AIR	 regular de
67	21636	9143	1	4.00	6230.52	0.09	0.04	N	O	1997-04-17	1997-01-31	1997-04-20	NONE	SHIP	 cajole thinly expres
67	20193	5198	2	12.00	13358.28	0.09	0.05	N	O	1997-01-27	1997-02-21	1997-02-22	NONE	REG AIR	 even packages cajole
67	173600	6118	3	5.00	8368.00	0.03	0.07	N	O	1997-02-20	1997-02-12	1997-02-21	DELIVER IN PERSON	TRUCK	y unusual packages thrash pinto 
67	87514	7515	4	44.00	66066.44	0.08	0.06	N	O	1997-03-18	1997-01-29	1997-04-13	DELIVER IN PERSON	RAIL	se quickly above the even, express reques
67	40613	8126	5	23.00	35733.03	0.05	0.07	N	O	1997-04-19	1997-02-14	1997-05-06	DELIVER IN PERSON	REG AIR	ly regular deposit
67	178306	824	6	29.00	40144.70	0.02	0.05	N	O	1997-01-25	1997-01-27	1997-01-27	DELIVER IN PERSON	FOB	ultipliers 
68	7068	9569	1	3.00	2925.18	0.05	0.02	N	O	1998-07-04	1998-06-05	1998-07-21	NONE	RAIL	fully special instructions cajole. furious
68	175180	2732	2	46.00	57738.28	0.02	0.05	N	O	1998-06-26	1998-06-07	1998-07-05	NONE	MAIL	 requests are unusual, regular pinto 
68	34980	7484	3	46.00	88089.08	0.04	0.05	N	O	1998-08-13	1998-07-08	1998-08-29	NONE	RAIL	egular dependencies affix ironically along 
68	94728	2256	4	20.00	34454.40	0.07	0.01	N	O	1998-06-27	1998-05-23	1998-07-02	NONE	REG AIR	 excuses integrate fluffily 
68	82758	5267	5	27.00	47000.25	0.03	0.06	N	O	1998-06-19	1998-06-25	1998-06-29	DELIVER IN PERSON	SHIP	ccounts. deposits use. furiously
68	102561	5072	6	30.00	46906.80	0.05	0.06	N	O	1998-08-11	1998-07-11	1998-08-14	NONE	RAIL	oxes are slyly blithely fin
